SEQ='B '     NUCCHG=10                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  24217863.3   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             1.62E-24  2.00E-21  1.20E-20  1.75E-20  1.03E-20  4.86E-21  1.98E-21  5.45E-22  1.98E-22
   295       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.62E-39  5.52E-27
             2.80E-21  3.49E-18  2.10E-17  3.07E-17  1.82E-17  8.53E-18  3.47E-18  9.57E-19  3.48E-19
   296       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.59E-38  4.04E-26
             2.04E-20  2.55E-17  1.53E-16  2.24E-16  1.32E-16  6.22E-17  2.53E-17  6.98E-18  2.54E-18
   297       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.62E-44  3.28E-32
             1.65E-26  2.06E-23  1.24E-22  1.80E-22  1.07E-22  5.01E-23  2.04E-23  5.63E-24  2.05E-24
   298       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-43  2.47E-31
             1.30E-25  1.67E-22  1.02E-21  1.49E-21  8.85E-22  4.16E-22  1.69E-22  4.67E-23  1.70E-23
   299       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.57E-40  4.04E-28
             2.05E-22  2.56E-19  1.54E-18  2.25E-18  1.33E-18  6.26E-19  2.55E-19  7.02E-20  2.55E-20
   300       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-38  1.11E-26
             5.62E-21  7.02E-18  4.22E-17  6.16E-17  3.65E-17  1.71E-17  6.98E-18  1.92E-18  6.99E-19
   301       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-37  9.56E-26
             4.72E-20  5.82E-17  3.49E-16  5.08E-16  3.01E-16  1.41E-16  5.75E-17  1.58E-17  5.75E-18
   302       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-37  9.16E-26
             4.64E-20  5.80E-17  3.50E-16  5.10E-16  3.02E-16  1.42E-16  5.78E-17  1.59E-17  5.79E-18
   303       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.04E-38  2.18E-26
             1.10E-20  1.38E-17  8.29E-17  1.21E-16  7.17E-17  3.36E-17  1.37E-17  3.78E-18  1.37E-18
   304       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.96E-38  4.34E-26
             2.21E-20  2.78E-17  1.68E-16  2.45E-16  1.45E-16  6.81E-17  2.77E-17  7.64E-18  2.78E-18
   305       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.09E-38  2.29E-26
             1.18E-20  1.48E-17  8.95E-17  1.31E-16  7.75E-17  3.64E-17  1.48E-17  4.09E-18  1.49E-18
   306       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.83E-39  2.94E-27
             1.54E-21  1.96E-18  1.19E-17  1.74E-17  1.04E-17  4.86E-18  1.98E-18  5.46E-19  1.99E-19
   307       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.50E-39  3.25E-27
             1.65E-21  2.08E-18  1.25E-17  1.83E-17  1.08E-17  5.09E-18  2.07E-18  5.71E-19  2.08E-19
   308       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-39  1.03E-27
             5.36E-22  6.80E-19  4.12E-18  6.02E-18  3.57E-18  1.68E-18  6.84E-19  1.88E-19  6.85E-20
   309       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-39  1.35E-27
             7.08E-22  9.04E-19  5.48E-18  8.03E-18  4.76E-18  2.24E-18  9.12E-19  2.51E-19  9.14E-20
   310       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-40  1.17E-28
             6.34E-23  8.24E-20  5.03E-19  7.38E-19  4.39E-19  2.06E-19  8.41E-20  2.32E-20  8.43E-21
   311       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.88E-40  5.71E-28
             3.10E-22  4.04E-19  2.47E-18  3.63E-18  2.16E-18  1.01E-18  4.13E-19  1.14E-19  4.14E-20
   312       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.58E-42  4.49E-30
             2.41E-24  3.11E-21  1.90E-20  2.79E-20  1.66E-20  7.78E-21  3.17E-21  8.74E-22  3.18E-22
   313       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.83E-42  5.52E-30
             2.97E-24  3.84E-21  2.34E-20  3.44E-20  2.04E-20  9.61E-21  3.92E-21  1.08E-21  3.93E-22
   314       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-41  1.30E-29
             6.81E-24  8.68E-21  5.27E-20  7.71E-20  4.58E-20  2.15E-20  8.76E-21  2.41E-21  8.78E-22
   315       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-41  1.25E-29
             6.73E-24  8.72E-21  5.31E-20  7.80E-20  4.64E-20  2.18E-20  8.89E-21  2.45E-21  8.91E-22
   316       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-42  2.06E-30
             1.12E-24  1.46E-21  8.92E-21  1.31E-20  7.80E-21  3.66E-21  1.49E-21  4.12E-22  1.50E-22
   317       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.05E-42  5.09E-30
             2.78E-24  3.64E-21  2.23E-20  3.28E-20  1.95E-20  9.17E-21  3.74E-21  1.03E-21  3.75E-22
   318       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.76E-39  3.22E-27
             1.78E-21  2.34E-18  1.43E-17  2.11E-17  1.26E-17  5.91E-18  2.41E-18  6.64E-19  2.41E-19
   319       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.67E-39  5.76E-27
             3.19E-21  4.21E-18  2.58E-17  3.80E-17  2.26E-17  1.06E-17  4.34E-18  1.20E-18  4.35E-19
   320       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.10E-39  4.39E-27
             2.43E-21  3.21E-18  1.97E-17  2.90E-17  1.73E-17  8.13E-18  3.31E-18  9.13E-19  3.32E-19
   321       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.90E-38  2.46E-26
             1.35E-20  1.77E-17  1.08E-16  1.59E-16  9.48E-17  4.46E-17  1.82E-17  5.01E-18  1.82E-18
   322       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-38  3.13E-26
             1.72E-20  2.25E-17  1.38E-16  2.03E-16  1.21E-16  5.68E-17  2.31E-17  6.38E-18  2.32E-18
   323       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.98E-38  3.44E-26
             1.90E-20  2.50E-17  1.53E-16  2.26E-16  1.34E-16  6.32E-17  2.58E-17  7.10E-18  2.58E-18
   324       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.05E-38  6.13E-26
             3.41E-20  4.50E-17  2.76E-16  4.06E-16  2.42E-16  1.14E-16  4.64E-17  1.28E-17  4.65E-18
   325       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-37  8.93E-26
             4.97E-20  6.56E-17  4.03E-16  5.93E-16  3.53E-16  1.66E-16  6.77E-17  1.87E-17  6.79E-18
   326       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.12E-38  6.10E-26
             3.36E-20  4.42E-17  2.71E-16  3.98E-16  2.37E-16  1.11E-16  4.55E-17  1.25E-17  4.56E-18
   327       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.65E-38  8.21E-26
             4.50E-20  5.90E-17  3.61E-16  5.31E-16  3.16E-16  1.49E-16  6.05E-17  1.67E-17  6.07E-18
   328       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.67E-38  6.66E-26
             3.70E-20  4.89E-17  3.00E-16  4.42E-16  2.63E-16  1.24E-16  5.05E-17  1.39E-17  5.07E-18
   329       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.27E-38  2.80E-26
             1.54E-20  2.03E-17  1.24E-16  1.83E-16  1.09E-16  5.11E-17  2.09E-17  5.75E-18  2.09E-18
   330       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-37  9.78E-26
             5.38E-20  7.06E-17  4.32E-16  6.36E-16  3.79E-16  1.78E-16  7.26E-17  2.00E-17  7.28E-18
   331       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-38  1.72E-26
             9.53E-21  1.26E-17  7.71E-17  1.14E-16  6.77E-17  3.18E-17  1.30E-17  3.58E-18  1.30E-18
   332       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.96E-38  4.32E-26
             2.41E-20  3.19E-17  1.96E-16  2.88E-16  1.72E-16  8.07E-17  3.29E-17  9.07E-18  3.30E-18
   333       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-37  1.91E-25
             1.05E-19  1.37E-16  8.40E-16  1.24E-15  7.35E-16  3.46E-16  1.41E-16  3.88E-17  1.41E-17
   334       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-37  2.37E-25
             1.30E-19  1.71E-16  1.04E-15  1.54E-15  9.14E-16  4.30E-16  1.75E-16  4.83E-17  1.76E-17
   335       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-38  2.51E-26
             1.39E-20  1.83E-17  1.12E-16  1.65E-16  9.85E-17  4.63E-17  1.89E-17  5.21E-18  1.89E-18
   336       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.42E-38  2.98E-26
             1.65E-20  2.18E-17  1.34E-16  1.97E-16  1.17E-16  5.51E-17  2.25E-17  6.19E-18  2.25E-18
   337       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.66E-38  4.06E-26
             2.25E-20  2.97E-17  1.82E-16  2.69E-16  1.60E-16  7.52E-17  3.07E-17  8.46E-18  3.08E-18
   338       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.79E-38  5.80E-26
             3.19E-20  4.18E-17  2.56E-16  3.77E-16  2.24E-16  1.05E-16  4.30E-17  1.18E-17  4.31E-18
   339       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.70E-38  2.33E-26
             1.29E-20  1.70E-17  1.04E-16  1.53E-16  9.11E-17  4.28E-17  1.75E-17  4.81E-18  1.75E-18
   340       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-38  1.92E-26
             1.06E-20  1.39E-17  8.52E-17  1.25E-16  7.47E-17  3.51E-17  1.43E-17  3.94E-18  1.44E-18
   341       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-38  1.16E-26
             6.40E-21  8.40E-18  5.14E-17  7.57E-17  4.50E-17  2.12E-17  8.64E-18  2.38E-18  8.66E-19
   342       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.73E-38  4.97E-26
             2.75E-20  3.63E-17  2.23E-16  3.28E-16  1.95E-16  9.17E-17  3.74E-17  1.03E-17  3.75E-18
   343       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-38  2.77E-26
             1.54E-20  2.03E-17  1.24E-16  1.83E-16  1.09E-16  5.13E-17  2.09E-17  5.76E-18  2.10E-18
   344       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.00E-38  2.58E-26
             1.42E-20  1.87E-17  1.15E-16  1.69E-16  1.01E-16  4.73E-17  1.93E-17  5.32E-18  1.94E-18
   345       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.37E-38  2.94E-26
             1.63E-20  2.15E-17  1.32E-16  1.94E-16  1.16E-16  5.44E-17  2.22E-17  6.12E-18  2.23E-18
   346       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-38  1.41E-26
             7.79E-21  1.03E-17  6.29E-17  9.27E-17  5.52E-17  2.60E-17  1.06E-17  2.92E-18  1.06E-18
   347       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.90E-40  8.70E-28
             4.85E-22  6.43E-19  3.95E-18  5.81E-18  3.46E-18  1.63E-18  6.64E-19  1.83E-19  6.66E-20
   348       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-39  1.08E-27
             6.03E-22  7.99E-19  4.90E-18  7.22E-18  4.30E-18  2.02E-18  8.25E-19  2.27E-19  8.27E-20
   349       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.38E-39  3.76E-27
             2.08E-21  2.74E-18  1.68E-17  2.47E-17  1.47E-17  6.93E-18  2.83E-18  7.79E-19  2.83E-19
   350       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.93E-40  8.38E-28
             4.60E-22  6.03E-19  3.69E-18  5.43E-18  3.23E-18  1.52E-18  6.20E-19  1.71E-19  6.22E-20
   351       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-41  1.83E-29
             1.02E-23  1.35E-20  8.31E-20  1.22E-19  7.29E-20  3.43E-20  1.40E-20  3.86E-21  1.40E-21
   352       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.63E-41  2.32E-29
             1.30E-23  1.72E-20  1.06E-19  1.56E-19  9.27E-20  4.36E-20  1.78E-20  4.90E-21  1.78E-21
   353       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-43  1.57E-31
             8.78E-26  1.16E-22  7.15E-22  1.05E-21  6.28E-22  2.95E-22  1.20E-22  3.32E-23  1.21E-23
   354       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-43  1.88E-31
             1.05E-25  1.39E-22  8.55E-22  1.26E-21  7.50E-22  3.53E-22  1.44E-22  3.97E-23  1.44E-23
   355       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-39  8.92E-28
             4.96E-22  6.55E-19  4.02E-18  5.92E-18  3.52E-18  1.66E-18  6.76E-19  1.86E-19  6.78E-20
   356       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-39  1.02E-27
             5.68E-22  7.50E-19  4.60E-18  6.78E-18  4.04E-18  1.90E-18  7.74E-19  2.13E-19  7.76E-20
   357       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.61E-39  3.16E-27
             1.76E-21  2.33E-18  1.43E-17  2.11E-17  1.26E-17  5.91E-18  2.41E-18  6.64E-19  2.41E-19
   358       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-39  2.51E-27
             1.40E-21  1.85E-18  1.14E-17  1.67E-17  9.96E-18  4.69E-18  1.91E-18  5.27E-19  1.92E-19
   359       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-41  2.00E-29
             1.11E-23  1.47E-20  9.01E-20  1.33E-19  7.91E-20  3.72E-20  1.52E-20  4.18E-21  1.52E-21
   360       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.11E-41  2.72E-29
             1.52E-23  2.00E-20  1.23E-19  1.81E-19  1.08E-19  5.08E-20  2.07E-20  5.70E-21  2.08E-21
   361       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.48E-41  7.45E-29
             4.15E-23  5.49E-20  3.37E-19  4.97E-19  2.96E-19  1.39E-19  5.68E-20  1.56E-20  5.69E-21
   362       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.10E-41  6.24E-29
             3.48E-23  4.60E-20  2.83E-19  4.16E-19  2.48E-19  1.17E-19  4.75E-20  1.31E-20  4.77E-21
   363       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-39  1.67E-27
             9.28E-22  1.23E-18  7.53E-18  1.11E-17  6.61E-18  3.11E-18  1.27E-18  3.49E-19  1.27E-19
   364       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-43  1.81E-31
             1.01E-25  1.34E-22  8.19E-22  1.21E-21  7.19E-22  3.38E-22  1.38E-22  3.80E-23  1.38E-23
   365       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.63E-43  2.31E-31
             1.28E-25  1.70E-22  1.04E-21  1.54E-21  9.15E-22  4.30E-22  1.75E-22  4.84E-23  1.76E-23
   366       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-43  5.03E-31
             2.80E-25  3.71E-22  2.28E-21  3.36E-21  2.00E-21  9.41E-22  3.84E-22  1.06E-22  3.85E-23
   367       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-43  5.84E-31
             3.26E-25  4.31E-22  2.65E-21  3.90E-21  2.32E-21  1.09E-21  4.46E-22  1.23E-22  4.47E-23
   368       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-39  1.83E-27
             1.02E-21  1.35E-18  8.29E-18  1.22E-17  7.27E-18  3.42E-18  1.39E-18  3.84E-19  1.40E-19
   369       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.40E-43  2.99E-31
             1.67E-25  2.21E-22  1.36E-21  2.00E-21  1.19E-21  5.59E-22  2.28E-22  6.29E-23  2.29E-23
   370       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.10E-43  3.60E-31
             2.01E-25  2.66E-22  1.63E-21  2.40E-21  1.43E-21  6.73E-22  2.75E-22  7.57E-23  2.75E-23
   371       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.05E-41  3.56E-29
             1.98E-23  2.63E-20  1.61E-19  2.37E-19  1.41E-19  6.65E-20  2.71E-20  7.47E-21  2.72E-21
   372       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.37E-41  4.72E-29
             2.63E-23  3.48E-20  2.14E-19  3.15E-19  1.88E-19  8.82E-20  3.60E-20  9.91E-21  3.61E-21
   373       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.56E-38  4.85E-26
             2.69E-20  3.55E-17  2.18E-16  3.21E-16  1.91E-16  8.98E-17  3.66E-17  1.01E-17  3.67E-18
   374       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-39  1.94E-27
             1.09E-21  1.44E-18  8.84E-18  1.30E-17  7.76E-18  3.65E-18  1.49E-18  4.10E-19  1.49E-19
   375       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-39  1.21E-27
             6.78E-22  8.98E-19  5.51E-18  8.12E-18  4.84E-18  2.28E-18  9.28E-19  2.56E-19  9.31E-20
   376       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-39  3.06E-27
             1.71E-21  2.26E-18  1.39E-17  2.04E-17  1.22E-17  5.73E-18  2.34E-18  6.44E-19  2.34E-19
   377       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.08E-40  4.48E-28
             2.50E-22  3.31E-19  2.04E-18  3.00E-18  1.79E-18  8.40E-19  3.43E-19  9.45E-20  3.44E-20
   378       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-39  1.31E-27
             7.32E-22  9.70E-19  5.95E-18  8.77E-18  5.22E-18  2.46E-18  1.00E-18  2.76E-19  1.00E-19
   379       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.96E-38  1.71E-26
             9.54E-21  1.26E-17  7.74E-17  1.14E-16  6.79E-17  3.20E-17  1.30E-17  3.59E-18  1.31E-18
   380       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-41  2.77E-29
             1.55E-23  2.06E-20  1.26E-19  1.86E-19  1.11E-19  5.22E-20  2.13E-20  5.86E-21  2.13E-21
   381       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.45E-41  3.93E-29
             2.20E-23  2.91E-20  1.79E-19  2.64E-19  1.57E-19  7.39E-20  3.01E-20  8.31E-21  3.02E-21
   382       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-41  1.46E-29
             8.15E-24  1.08E-20  6.64E-20  9.78E-20  5.83E-20  2.74E-20  1.12E-20  3.08E-21  1.12E-21
   383       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-41  2.25E-29
             1.26E-23  1.67E-20  1.02E-19  1.51E-19  8.99E-20  4.23E-20  1.72E-20  4.75E-21  1.73E-21
   384       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.27E-38  6.35E-26
             3.53E-20  4.66E-17  2.86E-16  4.21E-16  2.51E-16  1.18E-16  4.81E-17  1.33E-17  4.82E-18
   385       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-43  1.25E-31
             7.00E-26  9.29E-23  5.71E-22  8.42E-22  5.01E-22  2.36E-22  9.62E-23  2.65E-23  9.64E-24
   386       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-43  1.56E-31
             8.71E-26  1.16E-22  7.11E-22  1.05E-21  6.24E-22  2.94E-22  1.20E-22  3.30E-23  1.20E-23
   387       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-43  2.54E-31
             1.42E-25  1.89E-22  1.16E-21  1.71E-21  1.02E-21  4.78E-22  1.95E-22  5.38E-23  1.96E-23
   388       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-43  2.96E-31
             1.66E-25  2.20E-22  1.35E-21  1.99E-21  1.19E-21  5.58E-22  2.28E-22  6.28E-23  2.28E-23
   389       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.75E-41  7.74E-29
             4.34E-23  5.76E-20  3.54E-19  5.21E-19  3.11E-19  1.46E-19  5.96E-20  1.64E-20  5.98E-21
   390       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.52E-44  4.01E-32
             2.25E-26  3.00E-23  1.84E-22  2.71E-22  1.62E-22  7.61E-23  3.10E-23  8.55E-24  3.11E-24
   391       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.89E-44  5.24E-32
             2.94E-26  3.92E-23  2.41E-22  3.55E-22  2.12E-22  9.95E-23  4.06E-23  1.12E-23  4.07E-24
   392       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.90E-40  6.08E-28
             3.39E-22  4.50E-19  2.76E-18  4.07E-18  2.42E-18  1.14E-18  4.65E-19  1.28E-19  4.66E-20
   393       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.00E-42  4.41E-30
             2.47E-24  3.27E-21  2.01E-20  2.96E-20  1.77E-20  8.30E-21  3.39E-21  9.33E-22  3.39E-22
   394       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-41  8.95E-30
             5.01E-24  6.65E-21  4.09E-20  6.03E-20  3.59E-20  1.69E-20  6.89E-21  1.90E-21  6.90E-22
   395       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.22E-43  4.60E-31
